,chrom,start,end
chr1_781,chr1,19525000,19550000
chr1_782,chr1,19550000,19575000
chr1_783,chr1,19575000,19600000
chr1_784,chr1,19600000,19625000
chr1_785,chr1,19625000,19650000
chr1_786,chr1,19650000,19675000
chr1_787,chr1,19675000,19700000
chr1_788,chr1,19700000,19725000
chr1_789,chr1,19725000,19750000
chr1_790,chr1,19750000,19775000
chr1_791,chr1,19775000,19800000
chr1_792,chr1,19800000,19825000
chr1_793,chr1,19825000,19850000
chr1_794,chr1,19850000,19875000
chr1_795,chr1,19875000,19900000
chr1_796,chr1,19900000,19925000
chr1_797,chr1,19925000,19950000
chr1_798,chr1,19950000,19975000
chr1_799,chr1,19975000,20000000
chr1_800,chr1,20000000,20025000
chr1_801,chr1,20025000,20050000
chr1_802,chr1,20050000,20075000
chr1_803,chr1,20075000,20100000
chr1_804,chr1,20100000,20125000
chr1_805,chr1,20125000,20150000
chr1_806,chr1,20150000,20175000
chr1_807,chr1,20175000,20200000
chr1_808,chr1,20200000,20225000
chr1_809,chr1,20225000,20250000
chr1_810,chr1,20250000,20275000
chr1_811,chr1,20275000,20300000
chr1_812,chr1,20300000,20325000
chr1_813,chr1,20325000,20350000
chr1_814,chr1,20350000,20375000
chr1_815,chr1,20375000,20400000
chr1_816,chr1,20400000,20425000
chr1_817,chr1,20425000,20450000
chr1_818,chr1,20450000,20475000
chr1_819,chr1,20475000,20500000
chr1_820,chr1,20500000,20525000
chr1_821,chr1,20525000,20550000
chr1_822,chr1,20550000,20575000
chr1_823,chr1,20575000,20600000
chr1_824,chr1,20600000,20625000
chr1_825,chr1,20625000,20650000
chr1_826,chr1,20650000,20675000
chr1_827,chr1,20675000,20700000
chr1_828,chr1,20700000,20725000
chr1_829,chr1,20725000,20750000
chr1_830,chr1,20750000,20775000
chr1_831,chr1,20775000,20800000
chr1_832,chr1,20800000,20825000
chr1_833,chr1,20825000,20850000
chr1_834,chr1,20850000,20875000
chr1_835,chr1,20875000,20900000
chr1_836,chr1,20900000,20925000
chr1_837,chr1,20925000,20950000
chr1_838,chr1,20950000,20975000
chr1_839,chr1,20975000,21000000
chr1_840,chr1,21000000,21025000
chr1_841,chr1,21025000,21050000
chr1_842,chr1,21050000,21075000
chr1_843,chr1,21075000,21100000
chr1_844,chr1,21100000,21125000
chr1_845,chr1,21125000,21150000
chr1_846,chr1,21150000,21175000
chr1_847,chr1,21175000,21200000
chr1_848,chr1,21200000,21225000
chr1_849,chr1,21225000,21250000
chr1_850,chr1,21250000,21275000
chr1_851,chr1,21275000,21300000
chr1_852,chr1,21300000,21325000
chr1_853,chr1,21325000,21350000
chr1_854,chr1,21350000,21375000
chr1_855,chr1,21375000,21400000
chr1_856,chr1,21400000,21425000
chr1_857,chr1,21425000,21450000
chr1_858,chr1,21450000,21475000
chr1_859,chr1,21475000,21500000
chr1_860,chr1,21500000,21525000
chr1_861,chr1,21525000,21550000
chr1_862,chr1,21550000,21575000
chr1_863,chr1,21575000,21600000
chr1_864,chr1,21600000,21625000
chr1_865,chr1,21625000,21650000
chr1_866,chr1,21650000,21675000
chr1_867,chr1,21675000,21700000
chr1_868,chr1,21700000,21725000
chr1_869,chr1,21725000,21750000
chr1_870,chr1,21750000,21775000
chr1_871,chr1,21775000,21800000
chr1_872,chr1,21800000,21825000
chr1_873,chr1,21825000,21850000
chr1_874,chr1,21850000,21875000
chr1_875,chr1,21875000,21900000
chr1_876,chr1,21900000,21925000
chr1_877,chr1,21925000,21950000
chr1_878,chr1,21950000,21975000
chr1_879,chr1,21975000,22000000
chr1_880,chr1,22000000,22025000
chr1_881,chr1,22025000,22050000
chr1_882,chr1,22050000,22075000
chr1_883,chr1,22075000,22100000
chr1_884,chr1,22100000,22125000
chr1_885,chr1,22125000,22150000
chr1_886,chr1,22150000,22175000
chr1_887,chr1,22175000,22200000
chr1_888,chr1,22200000,22225000
chr1_889,chr1,22225000,22250000
chr1_890,chr1,22250000,22275000
chr1_891,chr1,22275000,22300000
chr1_892,chr1,22300000,22325000
chr1_893,chr1,22325000,22350000
chr1_894,chr1,22350000,22375000
chr1_895,chr1,22375000,22400000
chr1_896,chr1,22400000,22425000
chr1_897,chr1,22425000,22450000
chr1_898,chr1,22450000,22475000
chr1_899,chr1,22475000,22500000
chr1_900,chr1,22500000,22525000
chr1_901,chr1,22525000,22550000
chr1_902,chr1,22550000,22575000
chr1_903,chr1,22575000,22600000
chr1_904,chr1,22600000,22625000
chr1_905,chr1,22625000,22650000
chr1_906,chr1,22650000,22675000
chr1_907,chr1,22675000,22700000
chr1_908,chr1,22700000,22725000
chr1_909,chr1,22725000,22750000
chr1_910,chr1,22750000,22775000
chr1_911,chr1,22775000,22800000
chr1_912,chr1,22800000,22825000
chr1_913,chr1,22825000,22850000
chr1_914,chr1,22850000,22875000
chr1_915,chr1,22875000,22900000
chr1_916,chr1,22900000,22925000
chr1_917,chr1,22925000,22950000
chr1_918,chr1,22950000,22975000
chr1_919,chr1,22975000,23000000
chr1_920,chr1,23000000,23025000
chr1_921,chr1,23025000,23050000
chr1_922,chr1,23050000,23075000
chr1_923,chr1,23075000,23100000
chr1_924,chr1,23100000,23125000
chr1_925,chr1,23125000,23150000
chr1_926,chr1,23150000,23175000
chr1_927,chr1,23175000,23200000
chr1_928,chr1,23200000,23225000
chr1_929,chr1,23225000,23250000
chr1_930,chr1,23250000,23275000
chr1_931,chr1,23275000,23300000
chr1_932,chr1,23300000,23325000
chr1_933,chr1,23325000,23350000
chr1_934,chr1,23350000,23375000
chr1_935,chr1,23375000,23400000
chr1_936,chr1,23400000,23425000
chr1_937,chr1,23425000,23450000
chr1_938,chr1,23450000,23475000
chr1_939,chr1,23475000,23500000
chr1_940,chr1,23500000,23525000
chr1_941,chr1,23525000,23550000
chr1_942,chr1,23550000,23575000
chr1_943,chr1,23575000,23600000
chr1_944,chr1,23600000,23625000
chr1_945,chr1,23625000,23650000
chr1_946,chr1,23650000,23675000
chr1_947,chr1,23675000,23700000
chr1_948,chr1,23700000,23725000
chr1_949,chr1,23725000,23750000
chr1_950,chr1,23750000,23775000
chr1_951,chr1,23775000,23800000
chr1_952,chr1,23800000,23825000
chr1_953,chr1,23825000,23850000
chr1_954,chr1,23850000,23875000
chr1_955,chr1,23875000,23900000
chr1_956,chr1,23900000,23925000
chr1_957,chr1,23925000,23950000
chr1_958,chr1,23950000,23975000
chr1_959,chr1,23975000,24000000
chr1_960,chr1,24000000,24025000
chr1_961,chr1,24025000,24050000
chr1_962,chr1,24050000,24075000
chr1_963,chr1,24075000,24100000
chr1_964,chr1,24100000,24125000
chr1_965,chr1,24125000,24150000
chr1_966,chr1,24150000,24175000
chr1_967,chr1,24175000,24200000
chr1_968,chr1,24200000,24225000
chr1_969,chr1,24225000,24250000
chr1_970,chr1,24250000,24275000
chr1_971,chr1,24275000,24300000
chr1_972,chr1,24300000,24325000
chr1_973,chr1,24325000,24350000
chr1_974,chr1,24350000,24375000
chr1_975,chr1,24375000,24400000
chr1_976,chr1,24400000,24425000
chr1_977,chr1,24425000,24450000
chr1_978,chr1,24450000,24475000
chr1_979,chr1,24475000,24500000
chr1_980,chr1,24500000,24525000
chr1_981,chr1,24525000,24550000
chr1_982,chr1,24550000,24575000
chr1_983,chr1,24575000,24600000
chr1_984,chr1,24600000,24625000
chr1_985,chr1,24625000,24650000
chr1_986,chr1,24650000,24675000
chr1_987,chr1,24675000,24700000
chr1_988,chr1,24700000,24725000
chr1_989,chr1,24725000,24750000
chr1_990,chr1,24750000,24775000
chr1_991,chr1,24775000,24800000
chr1_992,chr1,24800000,24825000
chr1_993,chr1,24825000,24850000
chr1_994,chr1,24850000,24875000
chr1_995,chr1,24875000,24900000
chr1_996,chr1,24900000,24925000
chr1_997,chr1,24925000,24950000
chr1_998,chr1,24950000,24975000
chr1_999,chr1,24975000,25000000
chr1_1000,chr1,25000000,25025000
chr1_1001,chr1,25025000,25050000
chr1_1002,chr1,25050000,25075000
chr1_1003,chr1,25075000,25100000
chr1_1004,chr1,25100000,25125000
chr1_1005,chr1,25125000,25150000
chr1_1006,chr1,25150000,25175000
chr1_1007,chr1,25175000,25200000
chr1_1008,chr1,25200000,25225000
chr1_1009,chr1,25225000,25250000
chr1_1010,chr1,25250000,25275000
chr1_1011,chr1,25275000,25300000
chr1_1012,chr1,25300000,25325000
chr1_1013,chr1,25325000,25350000
chr1_1014,chr1,25350000,25375000
chr1_1015,chr1,25375000,25400000
chr1_1016,chr1,25400000,25425000
chr1_1017,chr1,25425000,25450000
chr1_1018,chr1,25450000,25475000
chr1_1019,chr1,25475000,25500000
chr1_1020,chr1,25500000,25525000
chr1_1021,chr1,25525000,25550000
chr1_1022,chr1,25550000,25575000
chr1_1023,chr1,25575000,25600000
chr1_1024,chr1,25600000,25625000
chr1_1025,chr1,25625000,25650000
chr1_1026,chr1,25650000,25675000
chr1_1027,chr1,25675000,25700000
chr1_1028,chr1,25700000,25725000
chr1_1029,chr1,25725000,25750000
chr1_1030,chr1,25750000,25775000
chr1_1031,chr1,25775000,25800000
chr1_1032,chr1,25800000,25825000
chr1_1033,chr1,25825000,25850000
chr1_1034,chr1,25850000,25875000
chr1_1035,chr1,25875000,25900000
chr1_1036,chr1,25900000,25925000
chr1_1037,chr1,25925000,25950000
chr1_1038,chr1,25950000,25975000
chr1_1039,chr1,25975000,26000000
chr1_1040,chr1,26000000,26025000
chr1_1041,chr1,26025000,26050000
chr1_1042,chr1,26050000,26075000
chr1_1043,chr1,26075000,26100000
chr1_1044,chr1,26100000,26125000
chr1_1045,chr1,26125000,26150000
chr1_1046,chr1,26150000,26175000
chr1_1047,chr1,26175000,26200000
chr1_1048,chr1,26200000,26225000
chr1_1049,chr1,26225000,26250000
chr1_1050,chr1,26250000,26275000
chr1_1051,chr1,26275000,26300000
chr1_1052,chr1,26300000,26325000
chr1_1053,chr1,26325000,26350000
chr1_1054,chr1,26350000,26375000
chr1_1055,chr1,26375000,26400000
chr1_1056,chr1,26400000,26425000
chr1_1057,chr1,26425000,26450000
chr1_1058,chr1,26450000,26475000
chr1_1059,chr1,26475000,26500000
chr1_1060,chr1,26500000,26525000
chr1_1061,chr1,26525000,26550000
chr1_1062,chr1,26550000,26575000
chr1_1063,chr1,26575000,26600000
chr1_1064,chr1,26600000,26625000
chr1_1065,chr1,26625000,26650000
chr1_1066,chr1,26650000,26675000
chr1_1067,chr1,26675000,26700000
chr1_1068,chr1,26700000,26725000
chr1_1069,chr1,26725000,26750000
chr1_1070,chr1,26750000,26775000
chr1_1071,chr1,26775000,26800000
chr1_1072,chr1,26800000,26825000
chr1_1073,chr1,26825000,26850000
chr1_1074,chr1,26850000,26875000
chr1_1075,chr1,26875000,26900000
chr1_1076,chr1,26900000,26925000
chr1_1077,chr1,26925000,26950000
chr1_1078,chr1,26950000,26975000
chr1_1079,chr1,26975000,27000000
chr1_1080,chr1,27000000,27025000
chr1_1081,chr1,27025000,27050000
chr1_1082,chr1,27050000,27075000
chr1_1083,chr1,27075000,27100000
chr1_1084,chr1,27100000,27125000
chr1_1085,chr1,27125000,27150000
chr1_1086,chr1,27150000,27175000
chr1_1087,chr1,27175000,27200000
chr1_1088,chr1,27200000,27225000
chr1_1089,chr1,27225000,27250000
chr1_1090,chr1,27250000,27275000
chr1_1091,chr1,27275000,27300000
chr1_1092,chr1,27300000,27325000
chr1_1093,chr1,27325000,27350000
chr1_1094,chr1,27350000,27375000
chr1_1095,chr1,27375000,27400000
chr1_1096,chr1,27400000,27425000
chr1_1097,chr1,27425000,27450000
chr1_1098,chr1,27450000,27475000
chr1_1099,chr1,27475000,27500000
chr1_1100,chr1,27500000,27525000
chr1_1101,chr1,27525000,27550000
chr1_1102,chr1,27550000,27575000
chr1_1103,chr1,27575000,27600000
chr1_1104,chr1,27600000,27625000
chr1_1105,chr1,27625000,27650000
chr1_1106,chr1,27650000,27675000
chr1_1107,chr1,27675000,27700000
chr1_1108,chr1,27700000,27725000
chr1_1109,chr1,27725000,27750000
chr1_1110,chr1,27750000,27775000
chr1_1111,chr1,27775000,27800000
chr1_1112,chr1,27800000,27825000
chr1_1113,chr1,27825000,27850000
chr1_1114,chr1,27850000,27875000
chr1_1115,chr1,27875000,27900000
chr1_1116,chr1,27900000,27925000
chr1_1117,chr1,27925000,27950000
chr1_1118,chr1,27950000,27975000
chr1_1119,chr1,27975000,28000000
chr1_1120,chr1,28000000,28025000
chr1_1121,chr1,28025000,28050000
chr1_1122,chr1,28050000,28075000
chr1_1123,chr1,28075000,28100000
chr1_1124,chr1,28100000,28125000
chr1_1125,chr1,28125000,28150000
chr1_1126,chr1,28150000,28175000
chr1_1127,chr1,28175000,28200000
chr1_1128,chr1,28200000,28225000
chr1_1129,chr1,28225000,28250000
chr1_1130,chr1,28250000,28275000
chr1_1131,chr1,28275000,28300000
chr1_1132,chr1,28300000,28325000
chr1_1133,chr1,28325000,28350000
chr1_1134,chr1,28350000,28375000
chr1_1135,chr1,28375000,28400000
chr1_1136,chr1,28400000,28425000
chr1_1137,chr1,28425000,28450000
chr1_1138,chr1,28450000,28475000
chr1_1139,chr1,28475000,28500000
chr1_1140,chr1,28500000,28525000
chr1_1141,chr1,28525000,28550000
chr1_1142,chr1,28550000,28575000
chr1_1143,chr1,28575000,28600000
chr1_1144,chr1,28600000,28625000
chr1_1145,chr1,28625000,28650000
chr1_1146,chr1,28650000,28675000
chr1_1147,chr1,28675000,28700000
chr1_1148,chr1,28700000,28725000
chr1_1149,chr1,28725000,28750000
chr1_1150,chr1,28750000,28775000
chr1_1151,chr1,28775000,28800000
chr1_1152,chr1,28800000,28825000
chr1_1153,chr1,28825000,28850000
chr1_1154,chr1,28850000,28875000
chr1_1155,chr1,28875000,28900000
chr1_1156,chr1,28900000,28925000
chr1_1157,chr1,28925000,28950000
chr1_1158,chr1,28950000,28975000
chr1_1159,chr1,28975000,29000000
chr1_1160,chr1,29000000,29025000
chr1_1161,chr1,29025000,29050000
chr1_1162,chr1,29050000,29075000
chr1_1163,chr1,29075000,29100000
chr1_1164,chr1,29100000,29125000
chr1_1165,chr1,29125000,29150000
chr1_1166,chr1,29150000,29175000
chr1_1167,chr1,29175000,29200000
chr1_1168,chr1,29200000,29225000
chr1_1169,chr1,29225000,29250000
chr1_1170,chr1,29250000,29275000
chr1_1171,chr1,29275000,29300000
chr1_1172,chr1,29300000,29325000
chr1_1173,chr1,29325000,29350000
chr1_1174,chr1,29350000,29375000
chr1_1175,chr1,29375000,29400000
chr1_1176,chr1,29400000,29425000
chr1_1177,chr1,29425000,29450000
chr1_1178,chr1,29450000,29475000
chr1_1179,chr1,29475000,29500000
chr1_1180,chr1,29500000,29525000
chr1_1181,chr1,29525000,29550000
chr1_1182,chr1,29550000,29575000
chr1_1183,chr1,29575000,29600000
chr1_1184,chr1,29600000,29625000
chr1_1185,chr1,29625000,29650000
chr1_1186,chr1,29650000,29675000
chr1_1187,chr1,29675000,29700000
chr1_1188,chr1,29700000,29725000
chr1_1189,chr1,29725000,29750000
chr1_1190,chr1,29750000,29775000
chr1_1191,chr1,29775000,29800000
chr1_1192,chr1,29800000,29825000
chr1_1193,chr1,29825000,29850000
chr1_1194,chr1,29850000,29875000
chr1_1195,chr1,29875000,29900000
chr1_1196,chr1,29900000,29925000
chr1_1197,chr1,29925000,29950000
chr1_1198,chr1,29950000,29975000
chr1_1199,chr1,29975000,30000000
chr1_1200,chr1,30000000,30025000
chr1_1201,chr1,30025000,30050000
chr1_1202,chr1,30050000,30075000
chr1_1203,chr1,30075000,30100000
chr1_1204,chr1,30100000,30125000
chr1_1205,chr1,30125000,30150000
chr1_1206,chr1,30150000,30175000
chr1_1207,chr1,30175000,30200000
chr1_1208,chr1,30200000,30225000
chr1_1209,chr1,30225000,30250000
chr1_1210,chr1,30250000,30275000
chr1_1211,chr1,30275000,30300000
chr1_1212,chr1,30300000,30325000
chr1_1213,chr1,30325000,30350000
chr1_1214,chr1,30350000,30375000
chr1_1215,chr1,30375000,30400000
chr1_1216,chr1,30400000,30425000
chr1_1217,chr1,30425000,30450000
chr1_1218,chr1,30450000,30475000
chr1_1219,chr1,30475000,30500000
chr1_1220,chr1,30500000,30525000
chr1_1221,chr1,30525000,30550000
chr1_1222,chr1,30550000,30575000
chr1_1223,chr1,30575000,30600000
chr1_1224,chr1,30600000,30625000
chr1_1225,chr1,30625000,30650000
chr1_1226,chr1,30650000,30675000
chr1_1227,chr1,30675000,30700000
chr1_1228,chr1,30700000,30725000
chr1_1229,chr1,30725000,30750000
chr1_1230,chr1,30750000,30775000
chr1_1231,chr1,30775000,30800000
chr1_1232,chr1,30800000,30825000
chr1_1233,chr1,30825000,30850000
chr1_1234,chr1,30850000,30875000
chr1_1235,chr1,30875000,30900000
chr1_1236,chr1,30900000,30925000
chr1_1237,chr1,30925000,30950000
chr1_1238,chr1,30950000,30975000
chr1_1239,chr1,30975000,31000000
chr1_1240,chr1,31000000,31025000
chr1_1241,chr1,31025000,31050000
chr1_1242,chr1,31050000,31075000
chr1_1243,chr1,31075000,31100000
chr1_1244,chr1,31100000,31125000
chr1_1245,chr1,31125000,31150000
chr1_1246,chr1,31150000,31175000
chr1_1247,chr1,31175000,31200000
chr1_1248,chr1,31200000,31225000
chr1_1249,chr1,31225000,31250000
chr1_1250,chr1,31250000,31275000
chr1_1251,chr1,31275000,31300000
chr1_1252,chr1,31300000,31325000
chr1_1253,chr1,31325000,31350000
chr1_1254,chr1,31350000,31375000
chr1_1255,chr1,31375000,31400000
chr1_1256,chr1,31400000,31425000
chr1_1257,chr1,31425000,31450000
chr1_1258,chr1,31450000,31475000
chr1_1259,chr1,31475000,31500000
chr1_1260,chr1,31500000,31525000
chr1_1261,chr1,31525000,31550000
chr1_1262,chr1,31550000,31575000
chr1_1263,chr1,31575000,31600000
chr1_1264,chr1,31600000,31625000
chr1_1265,chr1,31625000,31650000
chr1_1266,chr1,31650000,31675000
chr1_1267,chr1,31675000,31700000
chr1_1268,chr1,31700000,31725000
chr1_1269,chr1,31725000,31750000
chr1_1270,chr1,31750000,31775000
chr1_1271,chr1,31775000,31800000
chr1_1272,chr1,31800000,31825000
chr1_1273,chr1,31825000,31850000
chr1_1274,chr1,31850000,31875000
chr1_1275,chr1,31875000,31900000
chr1_1276,chr1,31900000,31925000
chr1_1277,chr1,31925000,31950000
chr1_1278,chr1,31950000,31975000
chr1_1279,chr1,31975000,32000000
chr1_1280,chr1,32000000,32025000
chr1_1281,chr1,32025000,32050000
chr1_1282,chr1,32050000,32075000
chr1_1283,chr1,32075000,32100000
chr1_1284,chr1,32100000,32125000
chr1_1285,chr1,32125000,32150000
chr1_1286,chr1,32150000,32175000
chr1_1287,chr1,32175000,32200000
chr1_1288,chr1,32200000,32225000
chr1_1289,chr1,32225000,32250000
chr1_1290,chr1,32250000,32275000
chr1_1291,chr1,32275000,32300000
chr1_1292,chr1,32300000,32325000
chr1_1293,chr1,32325000,32350000
chr1_1294,chr1,32350000,32375000
chr1_1295,chr1,32375000,32400000
chr1_1296,chr1,32400000,32425000
chr1_1297,chr1,32425000,32450000
chr1_1298,chr1,32450000,32475000
chr1_1299,chr1,32475000,32500000
chr1_1300,chr1,32500000,32525000
chr1_1301,chr1,32525000,32550000
chr1_1302,chr1,32550000,32575000
chr1_1303,chr1,32575000,32600000
chr1_1304,chr1,32600000,32625000
chr1_1305,chr1,32625000,32650000
chr1_1306,chr1,32650000,32675000
chr1_1307,chr1,32675000,32700000
chr1_1308,chr1,32700000,32725000
chr1_1309,chr1,32725000,32750000
chr1_1310,chr1,32750000,32775000
chr1_1311,chr1,32775000,32800000
chr1_1312,chr1,32800000,32825000
chr1_1313,chr1,32825000,32850000
chr1_1314,chr1,32850000,32875000
chr1_1315,chr1,32875000,32900000
chr1_1316,chr1,32900000,32925000
chr1_1317,chr1,32925000,32950000
chr1_1318,chr1,32950000,32975000
chr1_1319,chr1,32975000,33000000
chr1_1320,chr1,33000000,33025000
chr1_1321,chr1,33025000,33050000
chr1_1322,chr1,33050000,33075000
chr1_1323,chr1,33075000,33100000
chr1_1324,chr1,33100000,33125000
chr1_1325,chr1,33125000,33150000
chr1_1326,chr1,33150000,33175000
chr1_1327,chr1,33175000,33200000
chr1_1328,chr1,33200000,33225000
chr1_1329,chr1,33225000,33250000
chr1_1330,chr1,33250000,33275000
chr1_1331,chr1,33275000,33300000
chr1_1332,chr1,33300000,33325000
chr1_1333,chr1,33325000,33350000
chr1_1334,chr1,33350000,33375000
chr1_1335,chr1,33375000,33400000
chr1_1336,chr1,33400000,33425000
chr1_1337,chr1,33425000,33450000
chr1_1338,chr1,33450000,33475000
chr1_1339,chr1,33475000,33500000
chr1_1340,chr1,33500000,33525000
chr1_1341,chr1,33525000,33550000
chr1_1342,chr1,33550000,33575000
chr1_1343,chr1,33575000,33600000
chr1_1344,chr1,33600000,33625000
chr1_1345,chr1,33625000,33650000
chr1_1346,chr1,33650000,33675000
chr1_1347,chr1,33675000,33700000
chr1_1348,chr1,33700000,33725000
chr1_1349,chr1,33725000,33750000
chr1_1350,chr1,33750000,33775000
chr1_1351,chr1,33775000,33800000
chr1_1352,chr1,33800000,33825000
chr1_1353,chr1,33825000,33850000
chr1_1354,chr1,33850000,33875000
chr1_1355,chr1,33875000,33900000
chr1_1356,chr1,33900000,33925000
chr1_1357,chr1,33925000,33950000
chr1_1358,chr1,33950000,33975000
chr1_1359,chr1,33975000,34000000
chr1_1360,chr1,34000000,34025000
chr1_1361,chr1,34025000,34050000
chr1_1362,chr1,34050000,34075000
chr1_1363,chr1,34075000,34100000
chr1_1364,chr1,34100000,34125000
chr1_1365,chr1,34125000,34150000
chr1_1366,chr1,34150000,34175000
chr1_1367,chr1,34175000,34200000
chr1_1368,chr1,34200000,34225000
chr1_1369,chr1,34225000,34250000
chr1_1370,chr1,34250000,34275000
chr1_1371,chr1,34275000,34300000
chr1_1372,chr1,34300000,34325000
chr1_1373,chr1,34325000,34350000
chr1_1374,chr1,34350000,34375000
chr1_1375,chr1,34375000,34400000
chr1_1376,chr1,34400000,34425000
chr1_1377,chr1,34425000,34450000
chr1_1378,chr1,34450000,34475000
chr1_1379,chr1,34475000,34500000
chr1_1380,chr1,34500000,34525000
chr1_1381,chr1,34525000,34550000
chr1_1382,chr1,34550000,34575000
chr1_1383,chr1,34575000,34600000
chr1_1384,chr1,34600000,34625000
chr1_1385,chr1,34625000,34650000
chr1_1386,chr1,34650000,34675000
chr1_1387,chr1,34675000,34700000
chr1_1388,chr1,34700000,34725000
chr1_1389,chr1,34725000,34750000
chr1_1390,chr1,34750000,34775000
chr1_1391,chr1,34775000,34800000
chr1_1392,chr1,34800000,34825000
chr1_1393,chr1,34825000,34850000
chr1_1394,chr1,34850000,34875000
chr1_1395,chr1,34875000,34900000
chr1_1396,chr1,34900000,34925000
chr1_1397,chr1,34925000,34950000
chr1_1398,chr1,34950000,34975000
chr1_1399,chr1,34975000,35000000
chr1_1400,chr1,35000000,35025000
chr1_1401,chr1,35025000,35050000
chr1_1402,chr1,35050000,35075000
chr1_1403,chr1,35075000,35100000
chr1_1404,chr1,35100000,35125000
chr1_1405,chr1,35125000,35150000
chr1_1406,chr1,35150000,35175000
chr1_1407,chr1,35175000,35200000
chr1_1408,chr1,35200000,35225000
chr1_1409,chr1,35225000,35250000
chr1_1410,chr1,35250000,35275000
chr1_1411,chr1,35275000,35300000
chr1_1412,chr1,35300000,35325000
chr1_1413,chr1,35325000,35350000
chr1_1414,chr1,35350000,35375000
chr1_1415,chr1,35375000,35400000
chr1_1416,chr1,35400000,35425000
chr1_1417,chr1,35425000,35450000
chr1_1418,chr1,35450000,35475000
chr1_1419,chr1,35475000,35500000
chr1_1420,chr1,35500000,35525000
chr1_1421,chr1,35525000,35550000
chr1_1422,chr1,35550000,35575000
chr1_1423,chr1,35575000,35600000
