PeakID (cmd=annotatePeaks.pl 500_result/Hyper.hotspot.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
694	chr11	57929501	57930000	+	0	NA	Intergenic	Intergenic	-79314	NM_028451	73158	Mm.248843	NM_028451	ENSMUSG00000037331	Larp1	1810024J12Rik|3110040D16Rik|Larp|mKIAA0731	La ribonucleoprotein domain family, member 1	protein-coding
566	chr9	107494501	107495000	+	0	NA	intron (NM_001174050, intron 3 of 37)	intron (NM_001174050, intron 3 of 37)	-39195	NM_019704	56395	Mm.260153	NM_019704	ENSMUSG00000010045	Tmem115	C78915|Pl6|Pp6	transmembrane protein 115	protein-coding
90	chr2	44822001	44822500	+	0	NA	intron (NR_156429, intron 3 of 4)	intron (NR_156429, intron 3 of 4)	39372	NM_172662	227835	Mm.314312	NM_172662	ENSMUSG00000036890	Gtdc1	E330008O22Rik	glycosyltransferase-like domain containing 1	protein-coding
363	chr6	72956501	72957000	+	0	NA	TTS (NM_025284)	TTS (NM_025284)	1482	NM_001039392	19240	Mm.3532	NM_025284	ENSMUSG00000079523	Tmsb10	Ptmb10|Tb10	thymosin, beta 10	protein-coding
914	chr18	11353001	11353500	+	0	NA	Intergenic	Intergenic	-280026	NR_045527	225182	Mm.154275	NM_175458	ENSMUSG00000041238	Rbbp8	9930104E21Rik|CtIP|RBBP-8|RIM|SAE2	retinoblastoma binding protein 8, endonuclease	protein-coding
449	chr7	44638501	44639000	+	0	NA	intron (NM_028021, intron 12 of 39)	intron (NM_028021, intron 12 of 39)	26753	NM_028021	71960	Mm.158289	NM_028021	ENSMUSG00000030739	Myh14	2400004E04Rik|II-C|NHMCII|NMHC II-C	myosin, heavy polypeptide 14	protein-coding
70	chr1	61301501	61302000	+	0	NA	Intergenic	Intergenic	-76682	NR_040483	77341	Mm.402964	NR_040483	ENSMUSG00000085447	9530026F06Rik	-	RIKEN cDNA 9530026F06 gene	ncRNA
11	chr1	178917501	178918000	+	0	NA	exon (NM_001161665, exon 12 of 15)	exon (NM_001161665, exon 12 of 15)	388625	NM_001161665	269152	Mm.129727	NM_177724	ENSMUSG00000026494	Kif26b	4832420M10|BC056349|D230039L06Rik	kinesin family member 26B	protein-coding
843	chr16	89818001	89818500	+	0	NA	5' UTR (NM_001145887, exon 1 of 13)	5' UTR (NM_001145887, exon 1 of 13)	102	NM_001145887	21844	Mm.310902	NM_009384	ENSMUSG00000002489	Tiam1	AI847750|D16Ium10|D16Ium10e	T cell lymphoma invasion and metastasis 1	protein-coding
189	chr4	100865501	100866000	+	0	NA	intron (NM_198037, intron 2 of 26)	intron (NM_198037, intron 2 of 26)	89071	NM_198037	320508	Mm.151962	NM_198037	ENSMUSG00000028532	Cachd1	1190007F10Rik|AI852726|B430218L07Rik|Vwcd1|mKIAA1573	cache domain containing 1	protein-coding
53	chr1	82453001	82453500	+	0	NA	exon (NM_007735, exon 48 of 48)	exon (NM_007735, exon 48 of 48)	114201	NM_001122685	76867	Mm.226994	NM_029777	ENSMUSG00000026142	Rhbdd1	4930418P06Rik|RRP4|mRHBDD1	rhomboid domain containing 1	protein-coding
542	chr9	47895001	47895500	+	0	NA	Intergenic	Intergenic	-77042	NR_046048	100038460	Mm.447649	NR_046048		Gm10677	-	predicted gene 10677	ncRNA
865	chr17	51322501	51323000	+	0	NA	intron (NR_037264, intron 3 of 4)	intron (NR_037264, intron 3 of 4)	44762	NR_037253	100526485		NR_037253	ENSMUSG00000105330	Mir669a-6	mmu-mir-669a-6	microRNA 669a-6	ncRNA
418	chr7	25314501	25315000	+	0	NA	exon (NM_183311, exon 14 of 15)	exon (NM_183311, exon 14 of 15)	-2414	NM_001160400	269878	Mm.38527	NM_001160400	ENSMUSG00000045039	Megf8	AW049492|Egfl4|b2b1702.2Clo|b2b1702Clo|b2b288Clo|m687Ddg|mKIAA0817	multiple EGF-like-domains 8	protein-coding
486	chr8	70495501	70496000	+	0	NA	intron (NM_018827, intron 1 of 8)	intron (NM_018827, intron 1 of 8)	2619	NM_018827	12931	Mm.335584	NM_018827	ENSMUSG00000007888	Crlf1	CLF-1|CRLM-3|CRLM3|NR6|NR6.1	cytokine receptor-like factor 1	protein-coding
161	chr3	86550001	86550500	+	0	NA	intron (NM_030695, intron 40 of 56)	intron (NM_030695, intron 40 of 56)	-1967	NM_011839	23937	Mm.389466	NM_011839	ENSMUSG00000057777	Mab21l2	-	mab-21-like 2	protein-coding
760	chr14	70080001	70080500	+	0	NA	3' UTR (NM_001289927, exon 2 of 2)	3' UTR (NM_001289927, exon 2 of 2)	2455	NM_001289927	13655	Mm.103737	NM_018781	ENSMUSG00000033730	Egr3	Pilot	early growth response 3	protein-coding
146	chr2	130361501	130362000	+	0	NA	intron (NM_001110513, intron 11 of 16)	intron (NM_001110513, intron 11 of 16)	35879	NM_019696	56264	Mm.112701	NM_019696	ENSMUSG00000027408	Cpxm1	AA986902|Cpx-1|Cpx1|Cpxm	carboxypeptidase X 1 (M14 family)	protein-coding
5	chr1	132153501	132154000	+	0	NA	Intergenic	Intergenic	-14065	NM_008795	18557	Mm.28130	NM_008795	ENSMUSG00000026437	Cdk18	AA682070|Ctk18|Pctk3	cyclin-dependent kinase 18	protein-coding
577	chr9	34824501	34825000	+	0	NA	intron (NM_001190912, intron 1 of 15)	intron (NM_001190912, intron 1 of 15)	-291978	NR_029475	78934	Mm.391688	NR_029475	ENSMUSG00000070315	4930581F22Rik	-	RIKEN cDNA 4930581F22 gene	ncRNA
380	chr7	79543001	79543500	+	0	NA	Intergenic	Intergenic	27815	NR_040312	101694	Mm.41661	NR_040311	ENSMUSG00000097023	Mir9-3hg	AI854517	Mir9-3 host gene	ncRNA
345	chr6	88190501	88191000	+	0	NA	Intergenic	CpG	-3141	NM_001355253	14461	Mm.491156	NM_008090	ENSMUSG00000015053	Gata2	Gata-2	GATA binding protein 2	protein-coding
808	chr15	101053501	101054000	+	0	NA	exon (NM_001214911, exon 1 of 1)	exon (NM_001214911, exon 1 of 1)	649	NM_001214911	668225	Mm.385011	NM_001214911	ENSMUSG00000095440	Fignl2	EG668225	fidgetin-like 2	protein-coding
162	chr3	88536501	88537000	+	0	NA	promoter-TSS (NR_035434)	promoter-TSS (NR_035434)	-368	NR_035434	100316808		NR_035434	ENSMUSG00000084728	Mir1905	Mirn1905|mmu-mir-1905	microRNA 1905	ncRNA
960	chrX	152144501	152145000	+	0	NA	exon (NM_001114664, exon 1 of 15)	exon (NM_001114664, exon 1 of 15)	482	NM_001114664	245666	Mm.33027	NM_001005475	ENSMUSG00000041115	Iqsec2	Brag1	IQ motif and Sec7 domain 2	protein-coding
698	chr11	53760001	53760500	+	0	NA	Intergenic	Intergenic	3404	NR_106131	102465772		NR_106131	ENSMUSG00000099153	Mir7671	Gm27802|mmu-mir-7671	microRNA 7671	ncRNA
460	chr7	49450501	49451000	+	0	NA	intron (NM_001111016, intron 7 of 38)	intron (NM_001111016, intron 7 of 38)	186085	NM_001005232	13172	Mm.307176	NM_001005232	ENSMUSG00000030507	Dbx1	AI426026|Dbx	developing brain homeobox 1	protein-coding
341	chr6	85484001	85484500	+	0	NA	exon (NM_001289674, exon 2 of 13)	exon (NM_001289674, exon 2 of 13)	18744	NM_001289674	330369	Mm.38777	NM_001001160	ENSMUSG00000047013	Fbxo41	9630017H13|D6Ertd538e	F-box protein 41	protein-coding
862	chr17	70794501	70795000	+	0	NA	intron (NM_177639, intron 9 of 11)	intron (NM_177639, intron 9 of 11)	52027	NM_001164077	21815	Mm.101034	NM_009372	ENSMUSG00000047407	Tgif1	AA959811|AI462167|Tgif	TGFB-induced factor homeobox 1	protein-coding
650	chr11	95830501	95831000	+	0	NA	exon (NM_153104, exon 3 of 3)	exon (NM_153104, exon 3 of 3)	6250	NM_153104	237928	Mm.133075	NM_153104	ENSMUSG00000050860	Phospho1	D11Moh36|Phospo1	phosphatase, orphan 1	protein-coding
366	chr6	8877501	8878000	+	0	NA	Intergenic	Intergenic	-72269	NM_008751	18231	Mm.46954	NM_008751	ENSMUSG00000046178	Nxph1	C130005L03Rik	neurexophilin 1	protein-coding
718	chr12	109033001	109033500	+	0	NA	exon (NM_001163175, exon 7 of 7)	exon (NM_001163175, exon 7 of 7)	34967	NM_001163175	380785	Mm.342085	NM_001163175	ENSMUSG00000040867	Begain	BM948371|Gm897	brain-enriched guanylate kinase-associated	protein-coding
563	chr9	119573001	119573500	+	0	NA	intron (NM_021544, intron 1 of 27)	intron (NM_021544, intron 1 of 27)	5766	NM_021544	20271	Mm.103584	NM_021544	ENSMUSG00000032511	Scn5a	Nav1.5|Nav1.5c|SkM1|SkM2|mH1	sodium channel, voltage-gated, type V, alpha	protein-coding
276	chr5	140735501	140736000	+	0	NA	intron (NM_173405, intron 2 of 7)	CpG	11623	NM_173405	231842	Mm.491298	NM_173405	ENSMUSG00000050022	Amz1	5330426I05|6530401C20Rik	archaelysin family metallopeptidase 1	protein-coding
786	chr14	54479501	54480000	+	0	NA	3' UTR (NM_080726, exon 5 of 5)	3' UTR (NM_080726, exon 5 of 5)	3650	NM_080726	140743	Mm.274727	NM_080726	ENSMUSG00000022176	Rem2	AW411893	rad and gem related GTP binding protein 2	protein-coding
108	chr2	152686501	152687000	+	0	NA	promoter-TSS (NM_025543)	promoter-TSS (NM_025543)	-398	NM_025543	66405	Mm.440291	NM_025543	ENSMUSG00000042814	Mcts2	2400002F11Rik|MCT-2	malignant T cell amplified sequence 2	protein-coding
861	chr17	62580501	62581000	+	0	NA	Intergenic	L1_Mus1|LINE|L1	300567	NM_207654	13640	Mm.7978	NM_010109	ENSMUSG00000048915	Efna5	AL-1|AV158822|EFL-5|Ephrin-A5|Epl7|LERK-7|RAGS	ephrin A5	protein-coding
299	chr5	25829501	25830000	+	0	NA	intron (NM_001004365, intron 7 of 11)	intron (NM_001004365, intron 7 of 11)	69777	NM_001004365	242894	Mm.150319	NM_001004365	ENSMUSG00000056367	Actr3b	9630005C02|ARP11|AW047569|Arp3b|Arp3beta	ARP3 actin-related protein 3B	protein-coding
165	chr3	84190501	84191000	+	0	NA	exon (NM_001271727, exon 6 of 12)	exon (NM_001271727, exon 6 of 12)	16112	NR_036654	624713	Mm.442604	NR_036654		Gm6525	EG624713	ribosomal protein L36a pseudogene	pseudo
918	chr18	38636501	38637000	+	0	NA	Intergenic	Intergenic	-35403	NM_011898	24066	Mm.42038	NM_011898	ENSMUSG00000024427	Spry4	A030006O18Rik|sprouty4	sprouty RTK signaling antagonist 4	protein-coding
67	chr1	72578501	72579000	+	0	NA	Intergenic	MTEa|LTR|ERVL-MaLR	-4501	NM_018817	54380	Mm.274232	NM_018817	ENSMUSG00000039354	Smarcal1	6030401P21Rik|AI851716|Mharp	SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1	protein-coding
33	chr1	154204501	154205000	+	0	NA	exon (NM_001204908, exon 2 of 2)	exon (NM_001204908, exon 2 of 2)	3563	NM_001204908	100503355	Mm.484410	NM_001204908	ENSMUSG00000066797	Zfp648	Gm10178|Gm203	zinc finger protein 648	protein-coding
846	chr16	90298501	90299000	+	0	NA	Intergenic	Intergenic	-14247	NM_001358402	224432	Mm.439811	NM_178923	ENSMUSG00000022983	Scaf4	AA517739|Sfrs15|Sra4|Srsf15	SR-related CTD-associated factor 4	protein-coding
342	chr6	84584001	84584500	+	0	NA	exon (NM_001177713, exon 3 of 7)	exon (NM_001177713, exon 3 of 7)	9560	NM_175475	232174	Mm.255246	NM_175475	ENSMUSG00000063415	Cyp26b1	CP26|P450RAI-2	cytochrome P450, family 26, subfamily b, polypeptide 1	protein-coding
47	chr1	38417001	38417500	+	0	NA	intron (NM_001290814, intron 4 of 21)	intron (NM_001290814, intron 4 of 21)	209994	NM_001290814	16764	Mm.336679	NM_010678	ENSMUSG00000037138	Aff3	3222402O04Rik|A730046J16|LAF-4|Laf4	AF4/FMR2 family, member 3	protein-coding
155	chr2	115860501	115861000	+	0	NA	TTS (NM_001159567)	TTS (NM_001159567)	203869	NM_001346038	17536	Mm.247566	NM_010825	ENSMUSG00000027210	Meis2	A430109D20Rik|Mrg1|Stra10	Meis homeobox 2	protein-coding
874	chr17	56124501	56125000	+	0	NA	exon (NM_013662, exon 17 of 17)	exon (NM_013662, exon 17 of 17)	-2804	NM_029796	76905	Mm.348025	NM_029796	ENSMUSG00000037095	Lrg1	1300008B03Rik|2310031E04Rik|Lrg|Lrhg	leucine-rich alpha-2-glycoprotein 1	protein-coding
851	chr16	94179501	94180000	+	0	NA	intron (NM_139145, intron 6 of 10)	intron (NM_139145, intron 6 of 10)	94490	NM_011377	20465	Mm.4775	NM_011377	ENSMUSG00000062713	Sim2	bHLHe15	single-minded family bHLH transcription factor 2	protein-coding
244	chr4	130167501	130168000	+	0	NA	exon (NM_001168333, exon 7 of 12)	exon (NM_001168333, exon 7 of 12)	7052	NM_001168333	94242	Mm.15801	NM_023476	ENSMUSG00000028776	Tinagl1	1110021J17Rik|AZ-1|AZ1|Arg1|Lcn7|TARP|Tinagl	tubulointerstitial nephritis antigen-like 1	protein-coding
227	chr4	151172501	151173000	+	0	NA	intron (NM_001081557, intron 6 of 23)	intron (NM_001081557, intron 6 of 23)	83180	NM_001308446	105704528	Mm.415128	NM_001308446	ENSMUSG00000078491	Gm13090	-	predicted gene 13090	protein-coding
450	chr7	44840001	44840500	+	0	NA	TTS (NM_001042655)	TTS (NM_001042655)	3962	NM_010215	14204	Mm.2565	NM_010215	ENSMUSG00000074141	Il4i1	Fig1|Fig1-ps|H-4|H-46|H4|H46|LAAO|LAO	interleukin 4 induced 1	protein-coding
307	chr5	28461001	28461500	+	0	NA	intron (NM_009170, intron 2 of 2)	LTR78B|LTR|ERV1	-5734	NR_015562	654796	Mm.57202	NR_015562	ENSMUSG00000097726	9530036O11Rik	-	RIKEN cDNA 9530036O11Rik	ncRNA
553	chr9	21035001	21035500	+	0	NA	exon (NM_008319, exon 5 of 11)	exon (NM_008319, exon 5 of 11)	-2922	NR_035438	100316681		NR_035438	ENSMUSG00000084663	Mir1900	Mirn1900|mmu-mir-1900	microRNA 1900	ncRNA
230	chr4	123233501	123234000	+	0	NA	5' UTR (NM_013905, exon 1 of 5)	5' UTR (NM_013905, exon 1 of 5)	194	NM_013905	56198	Mm.103615	NM_013905	ENSMUSG00000032744	Heyl	Hey3|Hrt3|bHLHb33|hesr3	hairy/enhancer-of-split related with YRPW motif-like	protein-coding
356	chr6	50986501	50987000	+	0	NA	Intergenic	Intergenic	80344	NR_157241	102633851	Mm.393702	NR_157241		Gm31579	Gm44400	predicted gene, 31579	ncRNA
852	chr16	84702501	84703000	+	0	NA	Intergenic	Intergenic	-10273	NR_132106	100653389	Mm.261808	NR_132106	ENSMUSG00000097418	Mir155hg	Bic|Gm26667	Mir155 host gene (non-protein coding)	ncRNA
660	chr11	22000501	22001000	+	0	NA	intron (NM_011023, intron 2 of 4)	intron (NM_011023, intron 2 of 4)	901	NM_011023	18423	Mm.129663	NM_011023	ENSMUSG00000005917	Otx1	A730044F23Rik|jv	orthodenticle homeobox 1	protein-coding
498	chr8	121273001	121273500	+	0	NA	Intergenic	CpG	145565	NM_008024	14241	Mm.5111	NM_008024	ENSMUSG00000097084	Foxl1	FREAC7|Fkh6|fkh-6	forkhead box L1	protein-coding
219	chr4	155654501	155655000	+	0	NA	3' UTR (NM_001256108, exon 20 of 20)	3' UTR (NM_001256108, exon 20 of 20)	-1366	NM_011985	26561	Mm.29373	NM_011985	ENSMUSG00000029061	Mmp23	CA-MMP	matrix metallopeptidase 23	protein-coding
152	chr2	115859001	115859500	+	0	NA	Intergenic	Intergenic	205369	NM_001346038	17536	Mm.247566	NM_010825	ENSMUSG00000027210	Meis2	A430109D20Rik|Mrg1|Stra10	Meis homeobox 2	protein-coding
950	chr19	23893501	23894000	+	0	NA	exon (NM_177034, exon 2 of 13)	exon (NM_177034, exon 2 of 13)	134874	NM_177034	319924	Mm.22879	NM_177034	ENSMUSG00000024897	Apba1	6430513E09Rik|Lin-10|Mint|Mint1|Urop11|X11|X11alpha	amyloid beta (A4) precursor protein binding, family A, member 1	protein-coding
28	chr1	187862501	187863000	+	0	NA	intron (NM_001357534, intron 2 of 7)	intron (NM_001357534, intron 2 of 7)	-135077	NM_001357536	26381	Mm.89989	NM_011935	ENSMUSG00000026610	Esrrg	ERR3|Errg|NR3B3|mKIAA0832	estrogen-related receptor gamma	protein-coding
77	chr2	72122501	72123000	+	0	NA	intron (NM_001355478, intron 1 of 26)	intron (NM_001355478, intron 1 of 26)	68133	NM_001355478	56508	Mm.196153	NM_019688	ENSMUSG00000049044	Rapgef4	1300003D15Rik|5730402K07Rik|6330581N18Rik|EPAC 2|Epac-2|Epac2|mKIAA4040	Rap guanine nucleotide exchange factor (GEF) 4	protein-coding
526	chr8	12339501	12340000	+	0	NA	Intergenic	Intergenic	-46021	NR_027975	434280	Mm.447484	NM_001013812	ENSMUSG00000047935	Sox1ot	EG434280|Gm5607	Sox1 overlapping transcript	ncRNA
798	chr15	76457501	76458000	+	0	NA	exon (NM_198885, exon 1 of 2)	exon (NM_198885, exon 1 of 2)	312	NM_198885	20289	Mm.322821	NM_198885	ENSMUSG00000034161	Scx	BB114693|Bhlha41|Scl	scleraxis	protein-coding
151	chr2	116060501	116061000	+	0	NA	intron (NM_001136072, intron 3 of 12)	intron (NM_001136072, intron 3 of 12)	3869	NM_001346038	17536	Mm.247566	NM_010825	ENSMUSG00000027210	Meis2	A430109D20Rik|Mrg1|Stra10	Meis homeobox 2	protein-coding
855	chr16	4935501	4936000	+	0	NA	non-coding (NR_037666, exon 3 of 3)	non-coding (NR_037666, exon 3 of 3)	-3361	NM_001316715	66911	Mm.428698	NM_025839	ENSMUSG00000022516	Nudt16l1	1110001K21Rik|5330437I08Rik|Sdos	nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1	protein-coding
323	chr5	67488001	67488500	+	0	NA	Intergenic	Intergenic	24352	NR_015582	320479	Mm.387187	NR_015582	ENSMUSG00000107385	C330024D21Rik	-	RIKEN cDNA C330024D21 gene	ncRNA
174	chr3	51908501	51909000	+	0	NA	intron (NM_001004176, intron 1 of 4)	intron (NM_001004176, intron 1 of 4)	196256	NM_001004176	433586	Mm.234972	NM_001004176	ENSMUSG00000061143	Maml3	AV234550|BC049812|Mam-2|mKIAA1816	mastermind like transcriptional coactivator 3	protein-coding
686	chr11	3143001	3143500	+	0	NA	intron (NM_001363224, intron 16 of 28)	intron (NM_001363224, intron 16 of 28)	19248	NR_003517	236604	Mm.247625	NM_001004146		Pisd-ps1	-	phosphatidylserine decarboxylase, pseudogene 1	pseudo
97	chr2	25579001	25579500	+	0	NA	exon (NM_001005424, exon 1 of 1)	exon (NM_001005424, exon 1 of 1)	849	NM_001005424	381353	Mm.379511	NM_001005424	ENSMUSG00000029419	Ajm1	Gm996	apical junction component 1	protein-coding
618	chr11	82434001	82434500	+	0	NA	exon (NM_001304439, exon 2 of 9)	exon (NM_001304439, exon 2 of 9)	45350	NM_001304439	270893	Mm.341593	NM_023438	ENSMUSG00000020701	Tmem132e	Gm644	transmembrane protein 132E	protein-coding
203	chr4	89276001	89276500	+	0	NA	intron (NM_009877, intron 2 of 2)	intron (NM_009877, intron 2 of 2)	5942	NM_001040654	12578	Mm.4733	NM_009877	ENSMUSG00000044303	Cdkn2a	ARF-INK4a|Arf|INK4a-ARF|Ink4a/Arf|MTS1|Pctr1|p16|p16(INK4a)|p16INK4a|p19<ARF>|p19ARF	cyclin dependent kinase inhibitor 2A	protein-coding
750	chr13	34131501	34132000	+	0	NA	Intergenic	Intergenic	-1396	NM_023716	73710	Mm.379227	NM_023716	ENSMUSG00000045136	Tubb2b	2410129E14Rik|brdp	tubulin, beta 2B class IIB	protein-coding
440	chr7	16885501	16886000	+	0	NA	exon (NM_001081655, exon 4 of 4)	exon (NM_001081655, exon 4 of 4)	-6036	NM_010320	14709	Mm.103770	NM_010320	ENSMUSG00000063594	Gng8	G(y)8	guanine nucleotide binding protein (G protein), gamma 8	protein-coding
797	chr15	76667001	76667500	+	0	NA	TTS (NM_007989)	TTS (NM_007989)	2698	NM_007989	14106	Mm.42011	NM_007989	ENSMUSG00000033837	Foxh1	Fast1|Fast2|fast-1|fast-2	forkhead box H1	protein-coding
254	chr4	53165501	53166000	+	0	NA	Intergenic	(CA)n|Simple_repeat|Simple_repeat	-5855	NM_013454	11303	Mm.277376	NM_013454	ENSMUSG00000015243	Abca1	ABC-1|Abc1	ATP-binding cassette, sub-family A (ABC1), member 1	protein-coding
361	chr6	51860501	51861000	+	0	NA	intron (NM_018773, intron 11 of 12)	intron (NM_018773, intron 11 of 12)	151799	NM_018773	54353	Mm.221479	NM_018773	ENSMUSG00000059182	Skap2	2610021A10Rik|AA960083|BB137539|RA70|SKAP-HOM|Saps|Scap2|mSKAP55R	src family associated phosphoprotein 2	protein-coding
781	chr14	21990501	21991000	+	0	NA	Intergenic	Intergenic	-1149	NM_145459	218820	Mm.292401	NM_145459	ENSMUSG00000039081	Zfp503	AI181838|B830002A16Rik|Nolz-1|Nolz1|Znf503	zinc finger protein 503	protein-coding
271	chr5	138992501	138993000	+	0	NA	intron (NR_156469, intron 2 of 5)	intron (NR_156469, intron 2 of 5)	1531	NR_156469	18590	Mm.2675	NM_008808	ENSMUSG00000025856	Pdgfa	PDGF-1	platelet derived growth factor, alpha	protein-coding
543	chr9	69844001	69844500	+	0	NA	Intergenic	Intergenic	83104	NR_040765	319970	Mm.186434	NR_040765	ENSMUSG00000097623	B230323A14Rik	-	RIKEN cDNA B230323A14 gene	ncRNA
180	chr3	37656001	37656500	+	0	NA	Intergenic	Intergenic	16303	NM_001305440	24063	Mm.330986	NM_011896	ENSMUSG00000037211	Spry1	sprouty1|spry-1	sprouty RTK signaling antagonist 1	protein-coding
617	chr10	60794501	60795000	+	0	NA	intron (NM_001359273, intron 1 of 15)	intron (NM_001359273, intron 1 of 15)	36831	NM_001359273	107449	Mm.290433	NM_029770	ENSMUSG00000020099	Unc5b	6330415E02Rik|A630020F16|D10Bwg0792e|Unc5h2	unc-5 netrin receptor B	protein-coding
434	chr7	4104501	4105000	+	0	NA	intron (NR_033568, intron 3 of 8)	(CA)n|Simple_repeat|Simple_repeat	-14780	NM_001001454	57776	Mm.29729	NM_021324	ENSMUSG00000030428	Ttyh1	4930459B04Rik|6330408P11Rik|TTY1|mTTY1|tty	tweety family member 1	protein-coding
842	chr16	59559501	59560000	+	0	NA	exon (NM_174848, exon 4 of 22)	exon (NM_174848, exon 4 of 22)	41297	NM_174848	224273	Mm.246424	NM_174848	ENSMUSG00000022723	Crybg3	5031404N19|AU022790|Gm9581	beta-gamma crystallin domain containing 3	protein-coding
83	chr2	18031501	18032000	+	0	NA	intron (NR_028376, intron 1 of 1)	CpG	4501	NR_028378	100034739	Mm.401643	NR_028378		Gm17762	-	predicted gene, 17762	ncRNA
346	chr6	88190001	88190500	+	0	NA	Intergenic	CpG	-3641	NM_001355253	14461	Mm.491156	NM_008090	ENSMUSG00000015053	Gata2	Gata-2	GATA binding protein 2	protein-coding
145	chr2	130362001	130362500	+	0	NA	exon (NM_001110513, exon 14 of 17)	exon (NM_001110513, exon 14 of 17)	35379	NM_019696	56264	Mm.112701	NM_019696	ENSMUSG00000027408	Cpxm1	AA986902|Cpx-1|Cpx1|Cpxm	carboxypeptidase X 1 (M14 family)	protein-coding
841	chr16	50530501	50531000	+	0	NA	intron (NR_040379, intron 1 of 5)	intron (NR_040379, intron 1 of 5)	2248	NR_040379	619312	Mm.427671	NR_040379	ENSMUSG00000097694	G730013B05Rik	linc-Cblb|linc1610	RIKEN cDNA G730013B05 gene	ncRNA
866	chr17	52032501	52033000	+	0	NA	Intergenic	(TCTA)n|Simple_repeat|Simple_repeat	-116539	NR_155494	100503190	Mm.170588	NR_155494		Gm19585	-	predicted gene, 19585	ncRNA
362	chr6	72222001	72222500	+	0	NA	intron (NM_153778, intron 2 of 2)	intron (NM_153778, intron 2 of 2)	13327	NM_153778	71093	Mm.87449	NM_153778	ENSMUSG00000037621	Atoh8	4933425C05Rik|Hath6|Math6|bHLHa21|okadin	atonal bHLH transcription factor 8	protein-coding
485	chr8	70743001	70743500	+	0	NA	intron (NM_201607, intron 3 of 16)	CpG	-11429	NM_009001	19339	Mm.5083	NM_009001	ENSMUSG00000031840	Rab3a	-	RAB3A, member RAS oncogene family	protein-coding
782	chr14	21991001	21991500	+	0	NA	Intergenic	Intergenic	-1649	NM_145459	218820	Mm.292401	NM_145459	ENSMUSG00000039081	Zfp503	AI181838|B830002A16Rik|Nolz-1|Nolz1|Znf503	zinc finger protein 503	protein-coding
272	chr5	139619001	139619500	+	0	NA	Intergenic	Intergenic	75352	NM_013702	22255	Mm.42190	NM_013702	ENSMUSG00000029546	Uncx	Chx4|Uncx4.1	UNC homeobox	protein-coding
141	chr2	93643501	93644000	+	0	NA	intron (NM_007442, intron 1 of 3)	intron (NM_007442, intron 1 of 3)	1316	NM_007442	11695	Mm.389389	NM_007442	ENSMUSG00000040310	Alx4	lst	aristaless-like homeobox 4	protein-coding
734	chr12	3357001	3357500	+	0	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-7882	NM_008445	16570	Mm.7688	NM_008445	ENSMUSG00000020668	Kif3c	mKIAA4058	kinesin family member 3C	protein-coding
228	chr4	124329001	124329500	+	0	NA	Intergenic	MLT1B|LTR|ERVL-MaLR	156709	NR_040774	78460	Mm.452060	NR_040774		1700057H15Rik	-	RIKEN cDNA 1700057H15 gene	ncRNA
504	chr8	114973001	114973500	+	0	NA	intron (NM_019573, intron 8 of 8)	intron (NM_019573, intron 8 of 8)	533598	NM_019573	80707	Mm.440420	NM_019573	ENSMUSG00000004637	Wwox	5330426P09Rik|9030416C10Rik|WOX1	WW domain-containing oxidoreductase	protein-coding
845	chr16	90515001	90515500	+	0	NA	Intergenic	(CGTG)n|Simple_repeat|Simple_repeat	128853	NM_015755	26559	Mm.125874	NM_015755	ENSMUSG00000053414	Hunk	Bstk1|Mak-v	hormonally upregulated Neu-associated kinase	protein-coding
308	chr5	28460001	28460500	+	0	NA	intron (NM_009170, intron 2 of 2)	intron (NM_009170, intron 2 of 2)	-6734	NR_015562	654796	Mm.57202	NR_015562	ENSMUSG00000097726	9530036O11Rik	-	RIKEN cDNA 9530036O11Rik	ncRNA
