PeakID (cmd=annotatePeaks.pl 500_result/Hypo.hotspot.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
3121	chr17	86218501	86219000	+	0	NA	intron (NM_011104, intron 1 of 14)	intron (NM_011104, intron 1 of 14)	50965	NM_011104	18754	Mm.24614	NM_011104	ENSMUSG00000045038	Prkce	5830406C15Rik|PKC[e]|PKCepsilon|Pkce|R75156	protein kinase C, epsilon	protein-coding
1620	chr8	124343001	124343500	+	0	NA	intron (NM_139272, intron 15 of 15)	intron (NM_139272, intron 15 of 15)	90686	NM_171824	209966	Mm.234233	NM_171824	ENSMUSG00000050751	Pgbd5	2900019M05Rik|AI854313	piggyBac transposable element derived 5	protein-coding
1234	chr6	28830501	28831000	+	0	NA	exon (NM_138682, exon 1 of 1)	exon (NM_138682, exon 1 of 1)	997	NM_138682	192198	Mm.443660	NM_138682	ENSMUSG00000049939	Lrrc4	MBAG1|NGL-2|NGL2|NLG-2|Nag14	leucine rich repeat containing 4	protein-coding
1476	chr7	44906001	44906500	+	0	NA	intron (NM_001077264, intron 9 of 22)	intron (NM_001077264, intron 9 of 22)	10171	NM_027376	70300	Mm.276298	NM_027376	ENSMUSG00000011658	Fuz	2600013E07Rik|b2b1273Clo	fuzzy planar cell polarity protein	protein-coding
51	chr1	173337001	173337500	+	0	NA	intron (NM_053199, intron 8 of 8)	intron (NM_053199, intron 8 of 8)	-3747	NM_010045	13349	Mm.6393	NM_010045	ENSMUSG00000037872	Ackr1	AA162249|CCBP1|CD234|Darc|Dfy|ESTM35|FY|GPD	atypical chemokine receptor 1 (Duffy blood group)	protein-coding
1548	chr8	117395001	117395500	+	0	NA	intron (NM_028941, intron 3 of 20)	intron (NM_028941, intron 3 of 20)	46080	NM_028941	74440	Mm.233181	NM_028941	ENSMUSG00000034390	Cmip	4933407C03Rik|5830471E12Rik|AI314065|AI464126	c-Maf inducing protein	protein-coding
284	chr2	31283001	31283500	+	0	NA	intron (NM_019681, intron 4 of 7)	intron (NM_019681, intron 4 of 7)	-31082	NM_001370902	665700	Mm.80703	NM_177649	ENSMUSG00000055632	Hmcn2	D030068H01	hemicentin 2	protein-coding
1616	chr8	124294001	124294500	+	0	NA	intron (NM_139272, intron 1 of 15)	intron (NM_139272, intron 1 of 15)	62856	NM_139272	108148	Mm.33808	NM_139272	ENSMUSG00000089704	Galnt2	AI480629	polypeptide N-acetylgalactosaminyltransferase 2	protein-coding
2974	chr15	41449501	41450000	+	0	NA	intron (NM_001358977, intron 1 of 16)	intron (NM_001358977, intron 1 of 16)	647	NM_001358977	170719	Mm.254267	NM_130885	ENSMUSG00000022307	Oxr1	2210416C20Rik|C7|C7B	oxidation resistance 1	protein-coding
2192	chr11	68812001	68812500	+	0	NA	intron (NM_175260, intron 38 of 40)	intron (NM_175260, intron 38 of 40)	40885	NM_023668	83431	Mm.31979	NM_023668	ENSMUSG00000018736	Ndel1	2600006O07Rik|MITAP1|NUDEL|mNudE-L|mNudel	nudE neurodevelopment protein 1 like 1	protein-coding
2487	chr12	112593001	112593500	+	0	NA	intron (NM_198411, intron 1 of 22)	intron (NM_198411, intron 1 of 22)	4466	NM_198411	70435	Mm.250193	NM_198411	ENSMUSG00000037679	Inf2	2610204M08Rik|AA589465|AW125550|EG629699	inverted formin, FH2 and WH2 domain containing	protein-coding
2037	chr10	128394501	128395000	+	0	NA	TTS (NM_172790)	TTS (NM_172790)	5716	NM_028051	72002	Mm.22983	NM_028051	ENSMUSG00000039878	Slc39a5	1810013D05Rik|2010205A06Rik|Zip5	solute carrier family 39 (metal ion transporter), member 5	protein-coding
808	chr5	100536001	100536500	+	0	NA	intron (NM_001359204, intron 7 of 10)	B1F1|SINE|Alu	17941	NM_001359203	26891	Mm.957	NM_012001	ENSMUSG00000035297	Cops4	AW208976|D5Ertd774e|SGN4	COP9 signalosome subunit 4	protein-coding
843	chr5	93156501	93157000	+	0	NA	intron (NM_001009818, intron 4 of 9)	intron (NM_001009818, intron 4 of 9)	49745	NM_017367	12453	Mm.250419	NM_017367	ENSMUSG00000063015	Ccni	-	cyclin I	protein-coding
2945	chr15	89533001	89533500	+	0	NA	intron (NM_021423, intron 16 of 21)	intron (NM_021423, intron 16 of 21)	33642	NM_021423	58234	Mm.146855	NM_021423	ENSMUSG00000022623	Shank3	AI841104|SHANK3c-3|SHANK3c-4|Shank3b	SH3 and multiple ankyrin repeat domains 3	protein-coding
1341	chr7	143305501	143306000	+	0	NA	intron (NM_008434, intron 11 of 15)	intron (NM_008434, intron 11 of 15)	-9203	NR_001461	63830	Mm.356096	NR_001461	ENSMUSG00000101609	Kcnq1ot1	Kvlqt1-as|Lit1|Tssc8	KCNQ1 overlapping transcript 1	ncRNA
1021	chr5	123992001	123992500	+	0	NA	intron (NM_145070, intron 7 of 31)	intron (NM_145070, intron 7 of 31)	-4602	NR_105999	102465625		NR_105999	ENSMUSG00000098454	Mir7032	Gm27309|mmu-mir-7032	microRNA 7032	ncRNA
2647	chr13	3343501	3344000	+	0	NA	Intergenic	Intergenic	-134553	NR_015522	76937	Mm.487240	NR_015522	ENSMUSG00000097709	2810429I04Rik	AI256682	RIKEN cDNA 2810429I04 gene	ncRNA
3237	chr17	31340501	31341000	+	0	NA	intron (NM_001242427, intron 16 of 19)	intron (NM_001242427, intron 16 of 19)	44526	NM_001242427	224674	Mm.311395	NM_153062	ENSMUSG00000024036	Slc37a1	G3PP	solute carrier family 37 (glycerol-3-phosphate transporter), member 1	protein-coding
3401	chr19	5800501	5801000	+	0	NA	non-coding (NR_002847, exon 1 of 1)	non-coding (NR_002847, exon 1 of 1)	1922	NR_002847	72289	Mm.298256	NR_002847	ENSMUSG00000092341	Malat1	2210401K01Rik|9430072K23Rik|AI647968|Neat2	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	ncRNA
2705	chr14	87156001	87156500	+	0	NA	Intergenic	Intergenic	-15026	NM_019670	56419	Mm.440585	NM_019670	ENSMUSG00000022021	Diaph3	4930417P13Rik|Dia2|Diap3|Drf3|p134MDia2	diaphanous related formin 3	protein-coding
837	chr5	105701001	105701500	+	0	NA	intron (NM_178701, intron 1 of 2)	intron (NM_178701, intron 1 of 2)	440	NM_178701	231549	Mm.23837	NM_178701	ENSMUSG00000046079	Lrrc8d	2810473G09Rik|4930525N13Rik|A930019F03|Lrrc5	leucine rich repeat containing 8D	protein-coding
1099	chr6	102562501	102563000	+	0	NA	Intergenic	Intergenic	-98083	NM_008779	18488	Mm.435479	NM_008779	ENSMUSG00000030075	Cntn3	Pang	contactin 3	protein-coding
2134	chr11	79527001	79527500	+	0	NA	exon (NM_010161, exon 2 of 2)	exon (NM_010161, exon 2 of 2)	3359	NM_001033711	14017	Mm.439665	NM_010161	ENSMUSG00000078771	Evi2a	AW491894|Evi-2|Evi2	ecotropic viral integration site 2a	protein-coding
1011	chr5	123625501	123626000	+	0	NA	intron (NM_001359221, intron 10 of 23)	intron (NM_001359221, intron 10 of 23)	-52735	NM_029929	77573	Mm.41372	NM_029929	ENSMUSG00000029434	Vps33a	3830421M04Rik|AI503300|AW048546|AW554476|bf	VPS33A CORVET/HOPS core subunit	protein-coding
1953	chr10	20257001	20257500	+	0	NA	exon (NM_001198635, exon 7 of 18)	exon (NM_001198635, exon 7 of 18)	40438	NR_105840	102466647		NR_105840	ENSMUSG00000098887	Mir6413	Gm27432|mmu-mir-6413	microRNA 6413	ncRNA
275	chr2	32917501	32918000	+	0	NA	intron (NM_146119, intron 5 of 13)	intron (NM_146119, intron 5 of 13)	41616	NM_146119	227737	Mm.301646	NM_146119	ENSMUSG00000026796	Fam129b	9130404D14Rik	family with sequence similarity 129, member B	protein-coding
1336	chr7	141693501	141694000	+	0	NA	exon (NM_023566, exon 6 of 46)	exon (NM_023566, exon 6 of 46)	3410	NM_023566	17831	Mm.2041	NM_023566		Muc2	2010015E03Rik|MCM|wnn	mucin 2	protein-coding
1803	chr9	62240501	62241000	+	0	NA	Intergenic	Intergenic	3350	NR_040769	330958	Mm.411888	NR_040769	ENSMUSG00000111232	A730043L09Rik	A730043L09	RIKEN cDNA A730043L09 gene	ncRNA
2659	chr13	46311001	46311500	+	0	NA	Intergenic	B4|SINE|B4	37529	NM_001005422	380842	Mm.188108	NM_001005422	ENSMUSG00000063529	Stmnd1	Gm1574	stathmin domain containing 1	protein-coding
866	chr5	134266501	134267000	+	0	NA	intron (NM_001080747, intron 11 of 33)	intron (NM_001080747, intron 11 of 33)	-37125	NM_001286037	17969	Mm.425296	NM_010876	ENSMUSG00000015950	Ncf1	NCF-47K|NOXO2|Ncf-1|p47-phox|p47<phox>|p47phox	neutrophil cytosolic factor 1	protein-coding
1626	chr8	123915001	123915500	+	0	NA	exon (NM_172288, exon 18 of 26)	exon (NM_172288, exon 18 of 26)	-20475	NM_009606	11459	Mm.214950	NM_009606	ENSMUSG00000031972	Acta1	AA959943|Acta-2|Acts|Actsk-1	actin, alpha 1, skeletal muscle	protein-coding
3111	chr17	56895001	56895500	+	0	NA	intron (NM_022328, intron 8 of 11)	intron (NM_022328, intron 8 of 11)	19766	NM_030141	78625	Mm.160106	NM_030141	ENSMUSG00000024209	1700061G19Rik	1700026H02|AI507598	RIKEN cDNA 1700061G19 gene	protein-coding
1470	chr7	45189001	45189500	+	0	NA	intron (NM_201374, intron 12 of 19)	intron (NM_201374, intron 12 of 19)	8255	NM_053256	114640	Mm.207078	NM_053256	ENSMUSG00000038300	Pth2	Tifp39|Tip39	parathyroid hormone 2	protein-coding
169	chr1	91192001	91192500	+	0	NA	intron (NM_178401, intron 1 of 2)	intron (NM_178401, intron 1 of 2)	12428	NM_016894	51801	Mm.3272	NM_016894	ENSMUSG00000034353	Ramp1	9130218E19Rik	receptor (calcitonin) activity modifying protein 1	protein-coding
1610	chr8	123740501	123741000	+	0	NA	TTS (NR_040702)	TTS (NR_040702)	6792	NR_040702	234863	Mm.246601	NR_040702	ENSMUSG00000110599	6030466F02Rik	-	RIKEN cDNA 6030466F02 gene	ncRNA
728	chr4	134160001	134160500	+	0	NA	intron (NM_144527, intron 3 of 13)	RLTR4_MM-int|LTR|ERV1	26835	NM_144527	70012	Mm.26542	NM_144527	ENSMUSG00000037443	Cep85	2410030J07Rik|AI173272|AI173504|Ccdc21	centrosomal protein 85	protein-coding
3199	chr17	28316001	28316500	+	0	NA	intron (NM_001163819, intron 2 of 9)	intron (NM_001163819, intron 2 of 9)	2720	NM_001163819	72775	Mm.201859	NM_028348	ENSMUSG00000007570	Fance	2810451D06Rik|AI415634|AW209126	Fanconi anemia, complementation group E	protein-coding
1292	chr7	104287501	104288000	+	0	NA	intron (NM_001310602, intron 1 of 7)	intron (NM_001310602, intron 1 of 7)	356	NM_001310602	667823	Mm.482375	NM_001310602	ENSMUSG00000060441	Trim5	EG667823|Gm8833	tripartite motif-containing 5	protein-coding
1711	chr8	35183501	35184000	+	0	NA	Intergenic	Intergenic	-192009	NM_001364450	244416	Mm.247126	NM_177741	ENSMUSG00000046794	Ppp1r3b	6430576E21|AW821953|GL|PTG	protein phosphatase 1, regulatory subunit 3B	protein-coding
205	chr2	85252501	85253000	+	0	NA	Intergenic	Intergenic	-54000	NM_001033346	241528	Mm.291095	NM_001033346	ENSMUSG00000075224	Lrrc55	A330097E02Rik|Gm351	leucine rich repeat containing 55	protein-coding
1799	chr9	72385001	72385500	+	0	NA	Intergenic	Intergenic	24617	NR_152222	100502819	Mm.392319	NR_152222	ENSMUSG00000097211	BC065403	A930005F02Rik	cDNA sequence BC065403	ncRNA
2005	chr10	80156501	80157000	+	0	NA	3' UTR (NM_001347117, exon 8 of 8)	3' UTR (NM_001347117, exon 8 of 8)	7068	NM_001305799	59090	Mm.143813	NM_021565	ENSMUSG00000035621	Midn	3000003C15Rik	midnolin	protein-coding
1897	chr9	106716001	106716500	+	0	NA	exon (NM_030730, exon 9 of 22)	exon (NM_030730, exon 9 of 22)	-30298	NM_001286498	21767	Mm.22266	NM_011573	ENSMUSG00000040813	Tex264	TEG-264	testis expressed gene 264	protein-coding
2741	chr14	107858501	107859000	+	0	NA	Intergenic	L1_Mus2|LINE|L1	1055489	NM_199065	76965	Mm.257268	NM_199065	ENSMUSG00000075478	Slitrk1	3200001I04Rik	SLIT and NTRK-like family, member 1	protein-coding
3445	chrX	112601001	112601500	+	0	NA	intron (NM_177747, intron 1 of 8)	CpG	724	NM_177747	245595	Mm.259846	NM_177747	ENSMUSG00000025529	Zfp711	2810409C01Rik|A230078I01Rik|Znf711	zinc finger protein 711	protein-coding
2458	chr12	85147001	85147500	+	0	NA	intron (NM_146244, intron 3 of 10)	intron (NM_146244, intron 3 of 10)	4014	NM_001364316	238323	Mm.44829	NM_146244	ENSMUSG00000019235	Rps6kl1	A830084F09Rik|AW046440	ribosomal protein S6 kinase-like 1	protein-coding
980	chr5	118083001	118083500	+	0	NA	intron (NM_172721, intron 7 of 10)	L1MEd|LINE|L1	55507	NR_151582	57816	Mm.273285	NM_021344	ENSMUSG00000029359	Tesc	1010001A17Rik|2410011K10Rik|TE-1	tescalcin	protein-coding
3392	chr19	3815001	3815500	+	0	NA	exon (NM_001167887, exon 12 of 12)	exon (NM_001167887, exon 12 of 12)	35566	NR_162795	114482860		NR_162795		Mir12192	mmu-mir-12192	microRNA mir-12192	ncRNA
859	chr5	137631501	137632000	+	0	NA	intron (NM_146164, intron 1 of 17)	intron (NM_146164, intron 1 of 17)	2627	NM_001168652	231798	Mm.200763	NM_146164	ENSMUSG00000093445	Lrch4	2810008P14Rik|2900069C24Rik|AI558103|LRN|LRRN4|SAP25|mFLJ00248	leucine-rich repeats and calponin homology (CH) domain containing 4	protein-coding
572	chr4	138427001	138427500	+	0	NA	Intergenic	ID_B1|SINE|B4	-7422	NM_026689	68350	Mm.103413	NM_026689	ENSMUSG00000041241	Mul1	0610009K11Rik|AV000801|Gide	mitochondrial ubiquitin ligase activator of NFKB 1	protein-coding
2480	chr12	109045501	109046000	+	0	NA	intron (NM_001163175, intron 2 of 6)	intron (NM_001163175, intron 2 of 6)	22467	NM_001163175	380785	Mm.342085	NM_001163175	ENSMUSG00000040867	Begain	BM948371|Gm897	brain-enriched guanylate kinase-associated	protein-coding
2030	chr10	117741001	117741500	+	0	NA	intron (NM_029875, intron 2 of 4)	intron (NM_029875, intron 2 of 4)	5108	NM_029875	215436	Mm.256753	NM_029875	ENSMUSG00000060181	Slc35e3	9330166G04Rik|AI481200	solute carrier family 35, member E3	protein-coding
2265	chr11	115801001	115801500	+	0	NA	exon (NM_080643, exon 18 of 20)	exon (NM_080643, exon 18 of 20)	5426	NR_049194	100885833		NR_049194	ENSMUSG00000093539	Mir5621	Gm22564|mir-5621|mmu-mir-5621	microRNA 5621	ncRNA
2640	chr13	3088501	3089000	+	0	NA	Intergenic	Intergenic	-60725	NR_001581	73266	Mm.335891	NR_001581	ENSMUSG00000091304	Speer6-ps1	1700039A02Rik|Alb-cre|Alb<cre>|AlbCre|SPEER-6|Tg(Alb-cre)21Mgn|albumin-cre|cr<Alb>	spermatogenesis associated glutamate (E)-rich protein 6, pseudogene 1	pseudo
995	chr5	125041501	125042000	+	0	NA	intron (NM_001253904, intron 23 of 47)	intron (NM_001253904, intron 23 of 47)	38302	NM_028443	73121	Mm.296138	NM_028443	ENSMUSG00000037962	Rflna	3110032G18Rik|Fam101a|cfm|cfm2	refilin A	protein-coding
3474	chrX	140599001	140599500	+	0	NA	intron (NM_001077364, intron 1 of 3)	CpG	1272	NM_001077364	14605	Mm.22216	NM_010286	ENSMUSG00000031431	Tsc22d3	DIP|Dsip1|Gilz|TSC-22R|Tilz3	TSC22 domain family, member 3	protein-coding
1896	chr9	106672001	106672500	+	0	NA	intron (NM_001081654, intron 4 of 5)	intron (NM_001081654, intron 4 of 5)	13566	NM_011573	21767	Mm.22266	NM_011573	ENSMUSG00000040813	Tex264	TEG-264	testis expressed gene 264	protein-coding
3236	chr17	31503501	31504000	+	0	NA	intron (NM_021322, intron 3 of 10)	intron (NM_021322, intron 3 of 10)	8737	NM_021322	57773	Mm.143771	NM_021322	ENSMUSG00000024037	Wdr4	AI415180|AI448349|D530049K22Rik|Wh	WD repeat domain 4	protein-coding
2528	chr12	100492001	100492500	+	0	NA	intron (NM_001033213, intron 3 of 19)	intron (NM_001033213, intron 3 of 19)	28572	NM_001033213	104718	Mm.295441	NM_001033213	ENSMUSG00000033530	Ttc7b	AA408451|Ttc7l1	tetratricopeptide repeat domain 7B	protein-coding
182	chr1	53547001	53547500	+	0	NA	exon (NM_001252070, exon 29 of 66)	exon (NM_001252070, exon 29 of 66)	159534	NM_001252070	627872	Mm.184692	NM_001252070	ENSMUSG00000096141	Dnah7a	Dnahc7|Dnahc7a|Gm992	dynein, axonemal, heavy chain 7A	protein-coding
651	chr4	154252501	154253000	+	0	NA	intron (NM_001162977, intron 9 of 36)	intron (NM_001162977, intron 9 of 36)	47145	NM_001112744	230972	Mm.38481	NM_001112744	ENSMUSG00000029032	Arhgef16	-	Rho guanine nucleotide exchange factor (GEF) 16	protein-coding
793	chr4	41024001	41024500	+	0	NA	intron (NM_023739, intron 22 of 23)	intron (NM_023739, intron 22 of 23)	23886	NM_007473	11832	Mm.8728	NM_007473	ENSMUSG00000028427	Aqp7	AQP7L|AQPap	aquaporin 7	protein-coding
502	chr3	157884001	157884500	+	0	NA	Intergenic	Intergenic	40813	NM_145953	107869	Mm.28301	NM_145953	ENSMUSG00000028179	Cth	0610010I13Rik|AI314617|BC019483|CSE|Cys3	cystathionase (cystathionine gamma-lyase)	protein-coding
2730	chr14	121752501	121753000	+	0	NA	intron (NM_134074, intron 1 of 52)	intron (NM_134074, intron 1 of 52)	-13821	NM_001128308	105445	Mm.378591	NM_134074	ENSMUSG00000025558	Dock9	AA959601|AW538057|B230309H04Rik|D14Wsu89e|Zizimin1|mKIAA1058	dedicator of cytokinesis 9	protein-coding
534	chr3	65110501	65111000	+	0	NA	intron (NM_010597, intron 1 of 13)	intron (NM_010597, intron 1 of 13)	1736	NM_010597	16497	Mm.316402	NM_010597	ENSMUSG00000027827	Kcnab1	Akr8a8|Kvbeta1.1|mKv(beta)1	potassium voltage-gated channel, shaker-related subfamily, beta member 1	protein-coding
2631	chr13	24918501	24919000	+	0	NA	intron (NM_172532, intron 5 of 9)	ORR1F|LTR|ERVL-MaLR	13150	NR_045182	73326	Mm.458692	NR_045182	ENSMUSG00000086796	4932702P03Rik	1700047I16Rik	RIKEN cDNA 4932702P03 gene	ncRNA
1337	chr7	144441501	144442000	+	0	NA	exon (NM_007803, exon 14 of 18)	exon (NM_007803, exon 14 of 18)	29185	NM_001357116	13043	Mm.205601	NM_007803	ENSMUSG00000031078	Cttn	1110020L01Rik|Ems1	cortactin	protein-coding
156	chr1	92304501	92305000	+	0	NA	Intergenic	Intergenic	-124409	NM_207225	208727	Mm.318567	NM_207225	ENSMUSG00000026313	Hdac4	4932408F19Rik|HD4	histone deacetylase 4	protein-coding
1925	chr9	123480501	123481000	+	0	NA	intron (NM_013860, intron 1 of 7)	intron (NM_013860, intron 1 of 7)	2049	NM_013860	29806	Mm.10987	NM_013860	ENSMUSG00000025239	Limd1	AW822033|D9Ertd192e	LIM domains containing 1	protein-coding
2868	chr15	97761501	97762000	+	0	NA	intron (NM_001357630, intron 2 of 27)	intron (NM_001357630, intron 2 of 27)	5916	NM_001177811	223864	Mm.24028	NM_144850	ENSMUSG00000022469	Rapgef3	2310016P22Rik|9330170P05Rik|Epac|Epac1	Rap guanine nucleotide exchange factor (GEF) 3	protein-coding
2321	chr11	97753501	97754000	+	0	NA	intron (NM_026186, intron 5 of 9)	intron (NM_026186, intron 5 of 9)	8853	NR_106180	102466256		NR_106180	ENSMUSG00000098919	Mir8102	Gm27795|mmu-mir-8102	microRNA 8102	ncRNA
2041	chr10	127605501	127606000	+	0	NA	intron (NM_008512, intron 5 of 88)	intron (NM_008512, intron 5 of 88)	15398	NM_008512	16971	Mm.271854	NM_008512	ENSMUSG00000040249	Lrp1	A2mr|AI316852|CD91|Lrp|b2b1554Clo	low density lipoprotein receptor-related protein 1	protein-coding
1627	chr8	123846501	123847000	+	0	NA	intron (NM_028536, intron 2 of 3)	intron (NM_028536, intron 2 of 3)	13459	NM_028536	73420	Mm.157746	NM_028536	ENSMUSG00000031971	Ccsap	1700054N08Rik|AI853424	centriole, cilia and spindle associated protein	protein-coding
2444	chr12	78091501	78092000	+	0	NA	Intergenic	Intergenic	-134905	NM_145965	268566	Mm.341742	NM_145965	ENSMUSG00000047454	Gphn	5730552E08Rik|AI662856|BC027112|C230040D23|GPH|GPHRYN|geph	gephyrin	protein-coding
1000	chr5	125572501	125573000	+	0	NA	intron (NM_001190352, intron 1 of 8)	intron (NM_001190352, intron 1 of 8)	40332	NM_001190352	208151	Mm.40397	NM_001190352	ENSMUSG00000070498	Tmem132b	AK220418|mKIAA1786	transmembrane protein 132B	protein-coding
349	chr2	179932001	179932500	+	0	NA	intron (NM_001081092, intron 6 of 14)	intron (NM_001081092, intron 6 of 14)	44396	NM_001081092	228980	Mm.235542	NM_001081092	ENSMUSG00000039117	Taf4	135kDa|AI450312|TAFII130|TAFII135|Taf2c1|Taf4a	TATA-box binding protein associated factor 4	protein-coding
3410	chr19	7295001	7295500	+	0	NA	5' UTR (NM_001080390, exon 1 of 18)	5' UTR (NM_001080390, exon 1 of 18)	197	NM_001080390	13728	Mm.258986	NM_007928	ENSMUSG00000024969	Mark2	EMK-1|Emk|Par-1|Par-1b	MAP/microtubule affinity regulating kinase 2	protein-coding
1946	chr10	21996501	21997000	+	0	NA	intron (NM_001161848, intron 7 of 11)	intron (NM_001161848, intron 7 of 11)	2084	NM_011361	20393	Mm.28405	NM_011361	ENSMUSG00000019970	Sgk1	Sgk	serum/glucocorticoid regulated kinase 1	protein-coding
1171	chr6	113574501	113575000	+	0	NA	intron (NM_001033244, intron 32 of 43)	intron (NM_001033244, intron 32 of 43)	25965	NM_027633	70979	Mm.72959	NM_027633	ENSMUSG00000033963	Fancd2os	4931417G12Rik	Fancd2 opposite strand	protein-coding
2393	chr11	50155001	50155500	+	0	NA	intron (NM_029745, intron 11 of 20)	intron (NM_029745, intron 11 of 20)	-19601	NM_026543	68067	Mm.40828	NM_026543	ENSMUSG00000020381	Mrnip	2900016G09Rik|3010026O09Rik|AI851514|AW475975	MRN complex interacting protein	protein-coding
2684	chr13	55325501	55326000	+	0	NA	TTS (NM_025596)	TTS (NM_025596)	3695	NM_025596	66494	Mm.439805	NM_025596	ENSMUSG00000021486	Prelid1	2610524G07Rik|Preli	PRELI domain containing 1	protein-coding
2167	chr11	68199001	68199500	+	0	NA	intron (NM_001361351, intron 6 of 6)	intron (NM_001361351, intron 6 of 6)	-21642	NR_105833	102465219		NR_105833	ENSMUSG00000099174	Mir6406	Gm27981|mmu-mir-6406	microRNA 6406	ncRNA
2615	chr13	104653001	104653500	+	0	NA	intron (NM_001360094, intron 13 of 13)	intron (NM_001360094, intron 13 of 13)	163703	NM_001360094	67285	Mm.235398	NM_026072	ENSMUSG00000021715	Cwc27	3110009E13Rik|NY-CO-10|Sdccag10	CWC27 spliceosome-associated protein	protein-coding
3264	chr18	83135001	83135500	+	0	NA	Intergenic	Intergenic	190634	NR_045361	70960	Mm.410834	NR_045361	ENSMUSG00000118333	4921531P14Rik	1700108N05Rik	RIKEN cDNA 4921531P14 gene	ncRNA
409	chr2	94384501	94385000	+	0	NA	intron (NM_183106, intron 2 of 24)	intron (NM_183106, intron 2 of 24)	21939	NM_183106	74569	Mm.248504	NM_183106	ENSMUSG00000027194	Ttc17	9130020K17Rik|D2Bwg1005e	tetratricopeptide repeat domain 17	protein-coding
3360	chr19	55091501	55092000	+	0	NA	intron (NM_001356285, intron 6 of 22)	intron (NM_001356285, intron 6 of 22)	7727	NM_008149	14732	Mm.210196	NM_008149	ENSMUSG00000024978	Gpam	GPAT|GPAT-1|GPAT1|P90	glycerol-3-phosphate acyltransferase, mitochondrial	protein-coding
2917	chr15	79484501	79485000	+	0	NA	exon (NM_008427, exon 2 of 2)	exon (NM_008427, exon 2 of 2)	20491	NM_008427	16520	Mm.39759	NM_008427	ENSMUSG00000044216	Kcnj4	IRK3|Kcnf2|MB-IRK3	potassium inwardly-rectifying channel, subfamily J, member 4	protein-coding
2475	chr12	110656501	110657000	+	0	NA	intron (NM_030238, intron 56 of 76)	intron (NM_030238, intron 56 of 76)	25869	NM_025488	66323	Mm.273316	NM_025488	ENSMUSG00000056508	1700001K19Rik	-	RIKEN cDNA 1700001K19 gene	protein-coding
1601	chr8	124700001	124700500	+	0	NA	intron (NM_001357357, intron 4 of 19)	intron (NM_001357357, intron 4 of 19)	21744	NM_001357357	234875	Mm.38436	NM_145607	ENSMUSG00000037300	Ttc13	BC017545	tetratricopeptide repeat domain 13	protein-coding
2307	chr11	96766501	96767000	+	0	NA	TTS (NM_028965)	TTS (NM_028965)	10805	NM_001163389	74479	Mm.270781	NM_028965	ENSMUSG00000020876	Snx11	4933439F10Rik|A930041K09Rik|AI117694	sorting nexin 11	protein-coding
3071	chr16	11036001	11036500	+	0	NA	Intergenic	Intergenic	27352	NR_040518	100043147	Mm.489001	NR_040518	ENSMUSG00000097056	Gm4262	-	predicted gene 4262	ncRNA
